lot,lat,axis,uf,value
-39284,-7042,Caririaçu,CE,2134
-39497,-6537,Cariús,CE,2078
-40943,-4167,Carnaubal,CE,2094
-38236,-4131,Cascavel,CE,1849
-39878,-6131,Catarina,CE,9994
-40201,-4648,Catunda,CE,7777
-38656,-3733,Caucaia,CE,4642
-39062,-6607,Cedro,CE,854
-41244,-3034,Chaval,CE,2323
-39141,-4843,Choró,CE,8435
-38497,-4.3,Chorozinho,CE,4352
-40657,-3533,Coreaú,CE,397
-40678,-5178,Crateús,CE,9021
-39409,-7234,Crato,CE,2922
-40911,-4.4,Croatá,CE,4302
-40172,-2918,Cruz,CE,3830
-39268,-5917,Deputado Irapuan Pinheiro,CE,5575
-38349,-6032,Ererê,CE,1924
-38451,-3.89,Eusébio,CE,4451
-39566,-6931,Farias Brito,CE,9296
-40261,-3798,Forquilha,CE,2999
-38543,-3717,Fortaleza,CE,2241
-37797,-4452,Fortim,CE,3536
-40816,-3.76,Frecheirinha,CE,9834
-39454,-4053,General Sampaio,CE,2831
-40753,-4046,Graça,CE,6744
-40826,-3.12,Granja,CE,928
-39218,-6888,Granjeiro,CE,7629
-40383,-3913,Groaíras,CE,5443
-38637,-4.04,Guaiúba,CE,3020
-40748,-4167,Guaraciaba do Norte,CE,3222
-38933,-4263,Guaramiranga,CE,9518
-40438,-4408,Hidrolândia,CE,1436
-38496,-4099,Horizonte,CE,2975
-38753,-4804,Ibaretama,CE,3996
-40889,-3923,Ibiapina,CE,6232
-38639,-4974,Ibicuitinga,CE,3357
-37355,-4713,Icapuí,CE,9232
-38862,-6401,Icó,CE,5407
-39299,-6359,Iguatu,CE,9005
-40309,-5396,Independência,CE,5451
-40759,-4.9,Ipaporanga,CE,811
-38719,-6.79,Ipaumirim,CE,8407
-40711,-4322,Ipu,CE,7871
-40719,-4542,Ipueiras,CE,9496
-38306,-5812,Iracema,CE,1474
-39783,-3746,Irauçuba,CE,3443
-37822,-4674,Itaiçaba,CE,4757
-38528,-3969,Itaitinga,CE,3375
-39586,-3687,Itapagé,CE,5072
-39832,-3362,Itapipoca,CE,1073
-38922,-4564,Itapiúna,CE,9223
-39915,-2.92,Itarema,CE,8571
-39622,-4529,Itatira,CE,5829
-38767,-5613,Jaguaretama,CE,9424
-38.62,-5658,Jaguaribara,CE,685
-38622,-5891,Jaguaribe,CE,260
-37781,-4834,Jaguaruana,CE,1717
-39298,-7582,Jardim,CE,2063
-39016,-7686,Jati,CE,9724
-40513,-2794,Jijoca de Jericoacoara,CE,5755
-39315,-7213,Juazeiro do Norte,CE,9575
-39528,-6525,Jucás,CE,4619
-38972,-6753,Lavras da Mangabeira,CE,2896
-38098,-5146,Limoeiro do Norte,CE,8226
-39577,-4857,Madalena,CE,6716
-38626,-3877,Maracanaú,CE,5258
-38686,-3.89,Maranguape,CE,8238
-40147,-3124,Marco,CE,2685
-40697,-3226,Martinópole,CE,7767
-40343,-3523,Massapê,CE,1834
-38774,-7389,Mauriti,CE,6929
-40455,-3542,Meruoca,CE,9298
-38946,-7313,Milagres,CE,9343
-39194,-5675,Milhã,CE,9658
-39.97,-3569,Miraíma,CE,828
-39143,-7.25,Missão Velha,CE,329
-39628,-5743,Mombaça,CE,7330
-40063,-4789,Monsenhor Tabosa,CE,6761
-38373,-5107,Morada Nova,CE,2609
-40681,-3467,Moraújo,CE,9242
-40125,-3229,Morrinhos,CE,9968
-40747,-3909,Mucambo,CE,306
-38996,-4306,Mulungu,CE,5830
-39681,-7092,Nova Olinda,CE,1807
-40563,-4707,Nova Russas,CE,8673
-40774,-5534,Novo Oriente,CE,542
-38597,-4491,Ocara,CE,9531
-38914,-6244,Orós,CE,7181
-38461,-4173,Pacajus,CE,530
-38.62,-3984,Pacatuba,CE,9981
-38923,-4225,Pacoti,CE,7056
-40697,-3988,Pacujá,CE,1814
-37959,-4745,Palhano,CE,6080
-38846,-4.15,Palmácia,CE,8177
-39031,-3.41,Paracuru,CE,9279
-39148,-3439,Paraipaba,CE,7312
-40694,-6211,Parambu,CE,8426
-39239,-4097,Paramoti,CE,2643
-39717,-5454,Pedra Branca,CE,513
-39077,-7829,Penaforte,CE,3462
-39.27,-3793,Pentecoste,CE,291
-38461,-6045,Pereiro,CE,8168
-38306,-4028,Pindoretama,CE,5750
-39418,-5804,Piquet Carneiro,CE,9035
-40645,-4247,Pires Ferreira,CE,4858
-40926,-4745,Poranga,CE,8346
-39118,-7535,Porteiras,CE,5214
-40027,-7091,Potengi,CE,8864
-38251,-5668,Potiretama,CE,2135
-40701,-5843,Quiterianópolis,CE,5837
-39015,-4971,Quixadá,CE,1021
-39202,-6254,Quixelô,CE,5575
-39293,-5199,Quixeramobim,CE,1515
-37989,-5074,Quixeré,CE,5847
-38731,-4226,Redenção,CE,3339
-40582,-4142,Reriutaba,CE,9333
-37976,-4.94,Russas,CE,8736
-39907,-6542,Saboeiro,CE,5024
-40457,-7285,Salitre,CE,3121
-40157,-4332,Santa Quitéria,CE,7561
-40212,-3461,Santana do Acaraú,CE,5945
-39737,-7188,Santana do Cariri,CE,4605
-40865,-4049,São Benedito,CE,7981
-38969,-3606,São Gonçalo do Amarante,CE,5806
-38274,-5271,São João do Jaguaribe,CE,7783
-39243,-3.67,São Luís do Curu,CE,1228
-39372,-5588,Senador Pompeu,CE,4604
-40463,-3351,Senador Sá,CE,8451
-40.35,-3686,Sobral,CE,776
-39008,-5733,Solonópole,CE,804
-38131,-5247,Tabuleiro do Norte,CE,6835
-40321,-4832,Tamboril,CE,7758
-39761,-6684,Tarrafas,CE,5337
-40293,-6003,Tauá,CE,180
-39581,-3989,Tejuçuoca,CE,7466
-40992,-3732,Tianguá,CE,3169
-39269,-3278,Trairi,CE,6667
-39437,-3581,Tururu,CE,3257
-40921,-3854,Ubajara,CE,6968
-38.7,-6648,Umari,CE,6841
-39.35,-3677,Umirim,CE,6298
-39508,-3625,Uruburetama,CE,563
-40557,-3314,Uruoca,CE,8221
-40477,-4194,Varjota,CE,6390
-39296,-6789,Várzea Alegre,CE,1976
-41092,-3562,Viçosa do Ceará,CE,648
-47.93,-15.78,Brasília,DF,3301
-41124,-20074,Afonso Cláudio,ES,6402
-40979,-18547,Água Doce do Norte,ES,1210
-40.74,-18983,Águia Branca,ES,7389
-41533,-20764,Alegre,ES,9712
-40.75,-20635,Alfredo Chaves,ES,6001
-41017,-19056,Alto Rio Novo,ES,9151
-40654,-20796,Anchieta,ES,4626
-41568,-21154,Apiacá,ES,2559
-40273,-19.82,Aracruz,ES,7194
-41198,-20914,Atilio Vivacqua,ES,8395
-41016,-19519,Baixo Guandu,ES,2702
-40891,-18755,Barra de São Francisco,ES,6257
-40296,-18.54,Boa Esperança,ES,6259
-41672,-21114,Bom Jesus do Norte,ES,588
-41.29,-20146,Brejetuba,ES,6760
-41113,-20849,Cachoeiro de Itapemirim,ES,2670
-40.42,-20264,Cariacica,ES,3223
-41185,-20604,Castelo,ES,7377
-40631,-19539,Colatina,ES,2121
-39732,-18593,Conceição da Barra,ES,5172
-41244,-20368,Conceição do Castelo,ES,166
-41686,-20.62,Divino de São Lourenço,ES,5111
-40659,-20363,Domingos Martins,ES,522
-41845,-20689,Dores do Rio Preto,ES,9462
-40831,-18373,Ecoporanga,ES,6217
-40407,-19933,Fundão,ES,3776
-41679,-20776,Guaçuí,ES,2472
-40511,-20658,Guarapari,ES,221
-41511,-20234,Ibatiba,ES,1973
-40.37,-19832,Ibiraçu,ES,2299
-41667,-20541,Ibitirama,ES,1431
-40811,-20793,Iconha,ES,5847
-41641,-20345,Irupi,ES,6347
-40856,-19802,Itaguaçu,ES,5944
-40834,-21011,Itapemirim,ES,3562
-40875,-19874,Itarana,ES,3331
-41536,-20346,Iúna,ES,6840
-40076,-18906,Jaguaré,ES,7600
-41395,-20789,Jerônimo Monteiro,ES,7073
-40386,-19758,João Neiva,ES,5748
-41057,-19899,Laranja da Terra,ES,9288
-40072,-19391,Linhares,ES,4932
-41123,-18863,Mantenópolis,ES,9330
-40824,-21043,Marataízes,ES,4371
-40683,-20413,Marechal Floriano,ES,1510
-40542,-19413,Marilândia,ES,3378
-41366,-21064,Mimoso do Sul,ES,1978
-40363,-18127,Montanha,ES,7429
-40516,-18093,Mucurici,ES,5035
-41413,-20464,Muniz Freire,ES,4205
-41346,-20952,Muqui,ES,2376
-40401,-18711,Nova Venécia,ES,584
-40851,-19225,Pancas,ES,5277
-40151,-18.03,Pedro Canário,ES,1564
-40122,-18.38,Pinheiros,ES,8347
-40729,-20835,Piúma,ES,7016
-40541,-18124,Ponto Belo,ES,2934
-41047,-21099,Presidente Kennedy,ES,424
-40333,-19265,Rio Bananal,ES,427
-40936,-20863,Rio Novo do Sul,ES,4208
-40.53,-20101,Santa Leopoldina,ES,5863
-40746,-20041,Santa Maria de Jetibá,ES,5986
-40.6,-19936,Santa Teresa,ES,2300
-40624,-19144,São Domingos do Norte,ES,5473
-40536,-19017,São Gabriel da Palha,ES,8514
-41654,-21025,São José do Calçado,ES,2072
-39859,-18716,São Mateus,ES,3384
-40657,-19739,São Roque do Canaã,ES,2573
-40308,-20129,Serra,ES,904
-40098,-19197,Sooretama,ES,6548
-41007,-20671,Vargem Alta,ES,2942
-41135,-20.34,Venda Nova do Imigrante,ES,7760
-40496,-20.39,Viana,ES,3001
-40611,-18615,Vila Pavão,ES,380
-40389,-18998,Vila Valério,ES,6498
-40292,-20.33,Vila Velha,ES,2784
-40338,-20319,Vitória,ES,3956
-49438,-16757,Abadia de Goiás,GO,2984
-48707,-16204,Abadiânia,GO,6150
-50377,-17396,Acreúna,GO,7499
-50166,-16415,Adelândia,GO,6318
-47784,-14986,Água Fria de Goiás,GO,415
-48762,-18074,Água Limpa,GO,8521
-48282,-15762,Águas Lindas de Goiás,GO,7745
-48507,-16082,Alexânia,GO,780
-49.48,-17728,Aloândia,GO,485
-49339,-14196,Alto Horizonte,GO,983
-47.51,-14133,Alto Paraíso de Goiás,GO,2584
-46492,-14481,Alvorada do Norte,GO,2966
-49297,-13926,Amaralina,GO,9106
-49983,-16255,Americano do Brasil,GO,656
-51094,-16619,Amorinópolis,GO,3183
-48953,-16327,Anápolis,GO,2959
-48219,-18337,Anhanguera,GO,2642
-49962,-16461,Anicuns,GO,7823
-49245,-16822,Aparecida de Goiânia,GO,165
-51145,-18299,Aparecida do Rio Doce,GO,1113
-51926,-18965,Aporé,GO,9274
-49681,-16358,Araçu,GO,1831
-52251,-15898,Aragarças,GO,1312
-49451,-16912,Aragoiânia,GO,4918
-50632,-15091,Araguapaz,GO,5620
-51.56,-16386,Arenópolis,GO,3719
-51083,-14.92,Aruanã,GO,1502
-50465,-16682,Aurilândia,GO,4799
-49758,-16466,Avelinópolis,GO,8067
-52545,-16196,Baliza,GO,8459
-48916,-14971,Barro Alto,GO,8127
-48953,-16973,Bela Vista de Goiás,GO,1491
-52172,-16.21,Bom Jardim de Goiás,GO,4814
-49742,-18215,Bom Jesus de Goiás,GO,857
-48963,-16618,Bonfinópolis,GO,7715
-49.81,-13636,Bonópolis,GO,5233
-49389,-16431,Brazabrantes,GO,5110
-51161,-15241,Britânia,GO,6695
-49044,-18144,Buriti Alegre,GO,4586
-50431,-16181,Buriti de Goiás,GO,4428
-46408,-14479,Buritinópolis,GO,7814
-46927,-15801,Cabeceiras,GO,2511
-50942,-18763,Cachoeira Alta,GO,3907
-50647,-16668,Cachoeira de Goiás,GO,3162
-49475,-18492,Cachoeira Dourada,GO,1081
-51131,-18557,Caçu,GO,663
-51.81,-16957,Caiapônia,GO,8903
-48626,-17744,Caldas Novas,GO,6624
-49002,-16714,Caldazinha,GO,9158
-49694,-16762,Campestre de Goiás,GO,3627
-48571,-13.79,Campinaçu,GO,2100
-49152,-14314,Campinorte,GO,5629
-47782,-17639,Campo Alegre de Goiás,GO,9757
-46772,-13037,Campos Belos,GO,8265
-49658,-14258,Campos Verdes,GO,9378
-49708,-15354,Carmo do Rio Verde,GO,8185
-50201,-18091,Castelândia,GO,9514
-47942,-18.17,Catalão,GO,9074
-49494,-16447,Caturaí,GO,3579
-47458,-13798,Cavalcante,GO,7404
-49598,-15308,Ceres,GO,1217
-49776,-16972,Cezarina,GO,1621
-52549,-18408,Chapadão do Céu,GO,5383
-47925,-16077,Cidade Ocidental,GO,6846
-48776,-15794,Cocalzinho de Goiás,GO,6478
-48078,-14151,Colinas do Sul,GO,1612
-50548,-16294,Córrego do Ouro,GO,9143
-48809,-15924,Corumbá de Goiás,GO,6833
-48562,-18142,Corumbaíba,GO,9386
-47614,-16769,Cristalina,GO,6235
-48704,-17199,Cristianópolis,GO,9134
-49969,-14549,Crixás,GO,1878
-49381,-17288,Cromínia,GO,5552
-48151,-18263,Cumari,GO,5167
-46177,-14564,Damianópolis,GO,9014
-49.37,-16253,Damolândia,GO,3944
-47562,-18153,Davinópolis,GO,3554
-51256,-16234,Diorama,GO,1277
-46393,-13295,Divinópolis de Goiás,GO,2220
-52319,-16.72,Doverlândia,GO,1881
-49665,-17426,Edealina,GO,3818
-49931,-17339,Edéia,GO,3374
-49073,-13868,Estrela do Norte,GO,1225
-50361,-15446,Faina,GO,9003
-50.78,-16183,Fazenda Nova,GO,648
-50305,-16582,Firminópolis,GO,7200
-47.05,-14449,Flores de Goiás,GO,2688
-47334,-15537,Formosa,GO,1753
-48882,-13654,Formoso,GO,3533
-49024,-16511,Goianápolis,GO,9705
-48085,-18133,Goiandira,GO,2298
-49117,-15317,Goianésia,GO,1958
-49254,-16679,Goiânia,GO,4830
-49426,-16496,Goianira,GO,3373
-50.14,-15934,Goiás,GO,306
-49357,-18013,Goiatuba,GO,5019
-50066,-18642,Gouvelândia,GO,6008
-49532,-16831,Guapó,GO,1561
-50024,-15614,Guaraíta,GO,3982
-46.48,-13936,Guarani de Goiás,GO,8031
-49702,-14732,Guarinos,GO,1662
-49829,-15719,Heitoraí,GO,1526
-49229,-16962,Hidrolândia,GO,371
-49465,-14724,Hidrolina,GO,6253
-46632,-14096,Iaciara,GO,7114
-49987,-18488,Inaciolândia,GO,3562
-49987,-17142,Indiara,GO,9203
-49496,-16358,Inhumas,GO,3495
-48.16,-17722,Ipameri,GO,8300
-51118,-16442,Iporá,GO,6864
-50908,-16318,Israelândia,GO,1589
-49.81,-16.02,Itaberaí,GO,3017
-49604,-15919,Itaguari,GO,7790
-49634,-15758,Itaguaru,GO,4849
-51544,-19067,Itajá,GO,1352
-49549,-14951,Itapaci,GO,3313
-50613,-15823,Itapirapuã,GO,2062
-49949,-15562,Itapuranga,GO,8418
-51348,-18769,Itarumã,GO,1946
-49608,-16201,Itauçu,GO,2069
-49218,-18.42,Itumbiara,GO,1370
-50794,-16602,Ivolândia,GO,5805
-50146,-17049,Jandaia,GO,6951
-49334,-15757,Jaraguá,GO,7070
-51714,-17881,Jataí,GO,1525
-50953,-16178,Jaupaci,GO,5267
-49374,-15951,Jesúpolis,GO,1785
-49614,-17805,Joviânia,GO,4848
-50868,-15865,Jussara,GO,3511
-48744,-16619,Leopoldo de Bulhões,GO,983
-47.95,-16253,Luziânia,GO,1681
-49491,-17299,Mairipotaba,GO,1506
-46113,-14488,Mambaí,GO,6694
-49178,-14017,Mara Rosa,GO,3846
-48641,-17981,Marzagão,GO,7277
-50746,-15444,Matrinchã,GO,6399
-50339,-17971,Maurilândia,GO,6663
-48161,-15056,Mimoso de Goiás,GO,3589
-48.22,-13533,Minaçu,GO,7446
-52551,-17569,Mineiros,GO,6116
-50739,-16546,Moiporá,GO,5951
-46901,-13256,Monte Alegre de Goiás,GO,2413
-51397,-16008,Montes Claros de Goiás,GO,8474
-51175,-17444,Montividiu,GO,1644
-48607,-13113,Montividiu do Norte,GO,7186
-49101,-17732,Morrinhos,GO,3455
-50057,-15321,Morro Agudo de Goiás,GO,2868
-50215,-16127,Mossâmedes,GO,5064
-50571,-14745,Mozarlândia,GO,8389
-50281,-13776,Mundo Novo,GO,5760
-49275,-13733,Mutunópolis,GO,4419
-49882,-16582,Nazário,GO,5391
-49219,-16406,Nerópolis,GO,9512
-48.46,-14474,Niquelândia,GO,6350
-49896,-15022,Nova América,GO,486
-48255,-18059,Nova Aurora,GO,1641
-50327,-14099,Nova Crixás,GO,719
-49571,-15143,Nova Glória,GO,7614
-49389,-14289,Nova Iguaçu de Goiás,GO,2497
-46.88,-13742,Nova Roma,GO,4909
-49323,-16371,Nova Veneza,GO,6546
-50711,-16034,Novo Brasil,GO,6442
-48039,-16059,Novo Gama,GO,216
-49504,-13244,Novo Planalto,GO,7084
-48296,-17031,Orizona,GO,5644
-49193,-16.22,Ouro Verde de Goiás,GO,5425
-47839,-18234,Ouvidor,GO,9344
-48284,-15.16,Padre Bernardo,GO,1831
-51533,-16733,Palestina de Goiás,GO,3661
-49926,-16805,Palmeiras de Goiás,GO,5252
-48424,-17324,Palmelo,GO,2818
-50165,-16796,Palminópolis,GO,6094
-49354,-18177,Panamá,GO,7224
-50654,-18916,Paranaiguara,GO,3278
-50449,-16948,Paraúna,GO,2792
-52064,-17529,Perolândia,GO,4392
-49338,-16095,Petrolina de Goiás,GO,1961
-49578,-14764,Pilar de Goiás,GO,2541
-49018,-17303,Piracanjuba,GO,3684
-51822,-16427,Piranhas,GO,4993
-48959,-15852,Pirenópolis,GO,8448
-48.28,-17301,Pires do Rio,GO,9533
-47614,-15453,Planaltina,GO,3695
-49449,-17526,Pontalina,GO,8048
-49149,-13441,Porangatu,GO,7679
-50164,-17815,Porteirão,GO,3408
-52679,-17354,Portelândia,GO,4451
-46369,-14093,Posse,GO,8982
-49244,-17251,Professor Jamil,GO,1402
-50452,-18448,Quirinópolis,GO,3655
-49584,-15315,Rialma,GO,484
-49.51,-15447,Rianápolis,GO,7236
-48773,-17774,Rio Quente,GO,2976
-50928,-17798,Rio Verde,GO,2448
-49803,-15164,Rubiataba,GO,5213
-50314,-16198,Sanclerlândia,GO,8503
-49694,-16574,Santa Bárbara de Goiás,GO,6968
-48482,-17316,Santa Cruz de Goiás,GO,5997
-51106,-15769,Santa Fé de Goiás,GO,7334
-50597,-17814,Santa Helena de Goiás,GO,742
-49427,-15298,Santa Isabel,GO,3803
-53205,-17326,Santa Rita do Araguaia,GO,2269
-49.12,-15135,Santa Rita do Novo Destino,GO,8750
-49494,-16085,Santa Rosa de Goiás,GO,4288
-49015,-13714,Santa Tereza de Goiás,GO,2968
-49706,-14438,Santa Terezinha de Goiás,GO,268
-50634,-17561,Santo Antônio da Barra,GO,4542
-49311,-16484,Santo Antônio de Goiás,GO,4267
-48255,-15.94,Santo Antônio do Descoberto,GO,2293
-46318,-13398,São Domingos,GO,1294
-49261,-15931,São Francisco de Goiás,GO,4884
-47525,-14706,São João d'Aliança,GO,3800
-50.41,-16815,São João da Paraúna,GO,482
-50372,-16525,São Luís de Montes Belos,GO,2145
-49329,-14863,São Luíz do Norte,GO,501
-50163,-13275,São Miguel do Araguaia,GO,3620
-48663,-17059,São Miguel do Passa Quatro,GO,3458
-49818,-15.35,São Patrício,GO,6317
-50544,-18991,São Simão,GO,7430
-49093,-16708,Senador Canedo,GO,1800
-51962,-18306,Serranópolis,GO,2168
-48608,-16659,Silvânia,GO,2498
-46483,-14474,Simolândia,GO,3786
-46253,-14805,Sítio d'Abadia,GO,3706
-49606,-16054,Taquaral de Goiás,GO,8496
-47265,-13776,Teresina de Goiás,GO,1772
-49.08,-16395,Terezópolis de Goiás,GO,9775
-47783,-18354,Três Ranchos,GO,6288
-49489,-16649,Trindade,GO,5562
-48.74,-13509,Trombas,GO,3454
-50134,-16614,Turvânia,GO,4534
-50302,-17853,Turvelândia,GO,857
-49922,-14285,Uirapuru,GO,5288
-49141,-14525,Uruaçu,GO,3104
-49688,-15498,Uruana,GO,3186
-48203,-17464,Urutaí,GO,6631
-47979,-16066,Valparaíso de Goiás,GO,9540
-49631,-17045,Varjão,GO,2420
-48516,-16742,Vianópolis,GO,4885
-49806,-17735,Vicentinópolis,GO,3740
-47059,-15038,Vila Boa,GO,6548
-48889,-15457,Vila Propício,GO,6200
-47505,-4947,Açailândia,MA,592
-43324,-4133,Afonso Cunha,MA,513
-42112,-2841,Água Doce do Maranhão,MA,9399
-44415,-2409,Alcântara,MA,1893
-43471,-4628,Aldeias Altas,MA,3482
-45.47,-4165,Altamira do Maranhão,MA,1152
-44446,-4213,Alto Alegre do Maranhão,MA,5176
-45903,-3.69,Alto Alegre do Pindaré,MA,7668
-45.93,-9111,Alto Parnaíba,MA,8513
-45.93,-1568,Amapá do Maranhão,MA,1802
-46742,-5567,Amarante do Maranhão,MA,5518
-44.62,-3264,Anajatuba,MA,1794
-43116,-3672,Anapurus,MA,3001
-45103,-1461,Apicum-Açu,MA,6212
-45665,-2953,Araguanã,MA,2973
-41903,-2.89,Araioses,MA,7966
-45908,-4733,Arame,MA,923
-44.78,-3454,Arari,MA,8810
-44053,-2837,Axixá,MA,7311
-44.78,-4225,Bacabal,MA,3272
-44316,-2971,Bacabeira,MA,1159
-45134,-1703,Bacuri,MA,6997
-44738,-2706,Bacurituba,MA,3643
-46036,-7533,Balsas,MA,4526
-43024,-6756,Barão de Grajaú,MA,9671
-45243,-5506,Barra do Corda,MA,5191
-42826,-2747,Barreirinhas,MA,3163
-45315,-3731,Bela Vista do Maranhão,MA,2758
-43.51,-3155,Belágua,MA,5325
-44558,-7223,Benedito Leite,MA,8269
-44783,-2449,Bequimão,MA,1178
-44764,-4584,Bernardo do Mearim,MA,3103
-46303,-1788,Boa Vista do Gurupi,MA,8012
-45994,-3565,Bom Jardim,MA,7834
-46765,-4.42,Bom Jesus das Selvas,MA,2779
-45039,-4.22,Bom Lugar,MA,5443
-42.75,-3684,Brejo,MA,1815
-45495,-4084,Brejo de Areia,MA,6431
-42925,-3942,Buriti,MA,5908
-43834,-5837,Buriti Bravo,MA,6743
-46401,-4346,Buriticupu,MA,7250
-47018,-5593,Buritirana,MA,9917
-44058,-2927,Cachoeira Grande,MA,7721
-44675,-2881,Cajapió,MA,6950
-45011,-3321,Cajari,MA,1069
-47364,-6172,Campestre do Maranhão,MA,7705
-45717,-1447,Cândido Mendes,MA,1263
-44377,-3633,Cantanhede,MA,5849
-44327,-4728,Capinzal do Norte,MA,8292
-47469,-7333,Carolina,MA,6461
-46.02,-1195,Carutapera,MA,2433
-43356,-4859,Caxias,MA,6003
-44536,-2,Cedral,MA,6125
-44826,-2199,Central do Maranhão,MA,6188
-46002,-2369,Centro do Guilherme,MA,9246
-46128,-2107,Centro Novo do Maranhão,MA,3468
-43.36,-3742,Chapadinha,MA,6935
-47782,-5174,Cidelândia,MA,531
-43886,-4455,Codó,MA,6062
-43013,-4257,Coelho Neto,MA,6660
-44249,-6026,Colinas,MA,3441
-44893,-3834,Conceição do Lago-Açu,MA,2816
-44124,-4.13,Coroatá,MA,9555
-44868,-1828,Cururupu,MA,1466
-47426,-5558,Davinópolis,MA,4404
-44436,-5033,Dom Pedro,MA,4744
-42944,-4156,Duque Bacelar,MA,72
-44688,-4883,Esperantinópolis,MA,1237
-47451,-6561,Estreito,MA,1845
-46686,-6.96,Feira Nova do Maranhão,MA,526
-44893,-6152,Fernando Falcão,MA,3853
-46191,-6435,Formosa da Serra Negra,MA,2895
-46177,-6964,Fortaleza dos Nogueiras,MA,2304
-44158,-5733,Fortuna,MA,9280
-45.78,-1403,Godofredo Viana,MA,4553
-44299,-5151,Gonçalves Dias,MA,3983
-44271,-5022,Governador Archer,MA,5431
-47361,-5749,Governador Edison Lobão,MA,3164
-44247,-5323,Governador Eugênio Barros,MA,6838
-44074,-5469,Governador Luiz Rocha,MA,2259
-45676,-3426,Governador Newton Bello,MA,9669
-45885,-2126,Governador Nunes Freire,MA,6927
-44334,-5.41,Graça Aranha,MA,5827
-46139,-5819,Grajaú,MA,8142
-44601,-2133,Guimarães,MA,3098
-43461,-2598,Humberto de Campos,MA,1496
-44066,-2776,Icatu,MA,1159
-45227,-3661,Igarapé do Meio,MA,6763
-44853,-4585,Igarapé Grande,MA,9858
-47476,-5526,Imperatriz,MA,7533
-45791,-5145,Itaipava do Grajaú,MA,1484
-44359,-3393,Itapecuru Mirim,MA,8775
-47526,-4.45,Itinga do Maranhão,MA,2413
-44223,-5817,Jatobá,MA,3542
-45636,-5371,Jenipapo dos Vieiras,MA,5419
-47401,-5448,João Lisboa,MA,5600
-44.7,-4967,Joselândia,MA,4818
-46092,-1844,Junco do Maranhão,MA,4328
-45.24,-4287,Lago da Pedra,MA,8009
-44937,-4442,Lago do Junco,MA,7357
-44899,-4498,Lago dos Rodrigues,MA,417
-44822,-3957,Lago Verde,MA,4479
-43526,-6047,Lagoa do Mato,MA,5356
-45.33,-4813,Lagoa Grande do Maranhão,MA,4320
-47035,-6189,Lajeado Novo,MA,5188
-44467,-4.52,Lima Campos,MA,372
-45141,-7084,Loreto,MA,422
-45873,-1268,Luís Domingues,MA,6885
-42204,-3396,Magalhães de Almeida,MA,7905
-45959,-2043,Maracaçumé,MA,659
-45577,-4599,Marajá do Sena,MA,263
-45842,-2.31,Maranhãozinho,MA,6475
-43111,-3625,Mata Roma,MA,1729
-45034,-3101,Matinha,MA,6756
-43199,-5519,Matões,MA,6972
-44556,-3632,Matões do Norte,MA,1220
-42609,-3581,Milagres do Maranhão,MA,5898
-44363,-6371,Mirador,MA,2851
-44584,-3569,Miranda do Norte,MA,3730
-44784,-2065,Mirinzal,MA,9026
-45251,-3492,Monção,MA,9306
-47067,-5831,Montes Altos,MA,8059
-44039,-2864,Morros,MA,5088
-43905,-3466,Nina Rodrigues,MA,8951
-46257,-7116,Nova Colinas,MA,5476
-44044,-6734,Nova Iorque,MA,7565
-45695,-2847,Nova Olinda do Maranhão,MA,3076
-45116,-3948,Olho d'Água das Cunhãs,MA,1293
-44997,-2998,Olinda Nova do Maranhão,MA,6518
-44108,-2532,Paço do Lumiar,MA,493
-44895,-2645,Palmeirândia,MA,2660
-43984,-6433,Paraibano,MA,5714
-43093,-5682,Parnarama,MA,3266
-43784,-6.18,Passagem Franca,MA,5359
-44077,-6602,Pastos Bons,MA,3198
-42533,-2719,Paulino Neves,MA,3025
-45205,-4187,Paulo Ramos,MA,3516
-44593,-4561,Pedreiras,MA,1775
-45349,-2973,Pedro do Rosário,MA,9051
-45174,-3294,Penalva,MA,2966
-44854,-2578,Peri Mirim,MA,6413
-44333,-4383,Peritoró,MA,1748
-45343,-3608,Pindaré-Mirim,MA,9279
-45083,-2521,Pinheiro,MA,6158
-45285,-3875,Pio XII,MA,5543
-44223,-3727,Pirapemas,MA,5363
-44892,-4675,Poção de Pedras,MA,1998
-47399,-6338,Porto Franco,MA,5599
-44605,-1893,Porto Rico do Maranhão,MA,9270
-44.49,-5.29,Presidente Dutra,MA,2231
-44065,-2928,Presidente Juscelino,MA,6865
-45.82,-2387,Presidente Médici,MA,7382
-45364,-2591,Presidente Sarney,MA,3670
-44024,-3407,Presidente Vargas,MA,3923
-43438,-2.51,Primeira Cruz,MA,9018
-44103,-2423,Raposa,MA,8948
-46617,-7362,Riachão,MA,7546
-47384,-5.93,Ribamar Fiquene,MA,4659
-44235,-2934,Rosário,MA,7406
-45346,-7.14,Sambaíba,MA,2585
-44561,-5501,Santa Filomena do Maranhão,MA,988
-45.3,-2231,Santa Helena,MA,1797
-45.38,-3667,Santa Inês,MA,3855
-45.69,-4069,Santa Luzia,MA,1854
-45773,-2629,Santa Luzia do Paruá,MA,3803
-42547,-3516,Santa Quitéria do Maranhão,MA,3831
-44326,-3144,Santa Rita,MA,8060
-42412,-3116,Santana do Maranhão,MA,706
-43254,-2.5,Santo Amaro do Maranhão,MA,957
-44.36,-4869,Santo Antônio dos Lopes,MA,3213
-43528,-3334,São Benedito do Rio Preto,MA,2005
-44821,-2696,São Bento,MA,4027
-42418,-3361,São Bernardo,MA,3679
